trial type mov.direction cursor.rotation selector_angle selector_prop max_vel vmax_x vmax_y final_x final_y movement_overshoot overshoot_answer timestamp
180 active 0 nan nan nan 0.261717980822258 -0.06357179047887133 0.004784366371769377 -0.0935825702735917 0.08058688694987093 nan nan 1626983211.8126078
181 active 0 nan nan nan 0.27254387667468866 -0.05635661641305996 0.01926645610380784 -0.08368628636411111 0.08382378918710576 nan nan 1626983218.3310912
182 active 0 nan nan nan 0.3286416083554386 -0.053405762068910574 0.010402429499114296 -0.0839071945638458 0.0919182899388199 nan nan 1626983224.7294736
183 active 0 nan nan nan 0.23657763406518165 -0.058065711371509385 0.005847616424105251 -0.08676425707946285 0.08935350149689392 nan nan 1626983231.0398946
184 active 0 nan nan nan 0.24719564438060868 -0.05785366274705147 0.009320626325867387 -0.10213170486228687 0.07812998596550269 nan nan 1626983237.568788
185 active 0 nan nan nan 0.2652755019377491 -0.06311871991298926 0.015988332059729604 -0.08752052758970932 0.07917219839136558 nan nan 1626983244.1699224
186 active 0 nan nan nan 0.29063305365715836 -0.057515866534200655 0.007123326044534806 -0.09062009454588951 0.07945110106527264 nan nan 1626983251.2151535
187 active 0 nan nan nan 0.28283078003769596 -0.061772723253102825 0.023842091974991986 -0.08245423151151579 0.09461981284576126 nan nan 1626983257.8428082
188 active 0 nan nan nan 0.272564164714888 -0.060154711198230765 0.016313965806133646 -0.09843243000393045 0.08462353062443473 nan nan 1626983264.2922451
189 active 0 nan nan nan 0.2853137476031871 -0.05623161483735389 0.016662207723906253 -0.08685523055804595 0.09186961936291149 nan nan 1626983270.735602
190 active 0 nan nan nan 0.24249680703378007 -0.05971654273502562 0.016739609257394705 -0.07672707874734845 0.08789360572429128 nan nan 1626983277.090488
191 active 0 nan nan nan 0.34137096435164105 -0.059012219740823005 0.0019316720814493982 -0.09386226896711104 0.08002593124078927 nan nan 1626983283.4518864
192 active 0 nan nan nan 0.3222894728354186 -0.04049048968179963 -0.017188924141069428 -0.0907499013979033 0.08527139591871025 nan nan 1626983289.625618
193 active 0 nan nan nan 0.279275824485222 -0.060922160454978086 0.01770551888276517 -0.087615068511297 0.08444006040013752 nan nan 1626983295.7823067
194 active 0 nan nan nan 0.34641903239257144 -0.06263293801318141 0.020652618668326905 -0.08475930893006621 0.08767905926247854 nan nan 1626983301.9879167
195 active 0 nan nan nan 0.3335378345691791 -0.06269610466447237 0.011518434178142023 -0.09249069842548306 0.08709955370549483 nan nan 1626983308.29886
196 active 0 nan nan nan 0.3545372236886762 -0.05829359142576388 0.017604761331008967 -0.0880976804618458 0.08020316681455253 nan nan 1626983314.4720676
197 active 0 nan nan nan 0.3745831390469237 -0.054534980146750255 0.013917182333847089 -0.08654337743138758 0.10678138196263542 nan nan 1626983320.861222
198 active 0 nan nan nan 0.42143177576038965 -0.06524542569593021 0.012967143771806855 -0.10163829980512622 0.0939625839453464 nan nan 1626983327.1281438
199 active 0 nan nan nan 0.34952525709204263 -0.05914102884269252 0.010348990153570936 -0.09286921383652721 0.07855440990106721 nan nan 1626983333.4697485
200 active 0 nan nan nan 0.3749704416131393 -0.06157567220248108 -0.0004512465754799022 -0.10103593809908656 0.08144420358532012 nan nan 1626983340.003085
201 active 0 nan nan nan 0.3157225662129525 -0.05780580916170826 -0.005654610118334014 -0.10000629099446395 0.07359516224663709 nan nan 1626983346.0786448
202 active 0 nan nan nan 0.403616462453741 -0.06427935598092009 0.011288035718222011 -0.10541774374469988 0.08051304006841986 nan nan 1626983352.2867393
203 active 0 nan nan nan 0.3531668426675121 -0.06738059001385871 0.0060006337135557475 -0.1017876968057206 0.07641047246294352 nan nan 1626983358.6351519
204 active 0 nan nan nan 0.31560781646349423 -0.05796235874752535 0.009498004593865517 -0.09938727878813138 0.07774404750462438 nan nan 1626983364.6796477
205 active 0 nan nan nan 0.37813204563774844 -0.06315094932354673 0.013073012810109752 -0.10099101614602282 0.08624063323602182 nan nan 1626983371.1994395
206 active 0 nan nan nan 0.3205291838331137 -0.060110795639151365 0.02122995407589645 -0.08781155730622081 0.07703392991133107 nan nan 1626983377.3212965
207 active 0 nan nan nan 0.39107669918345084 -0.06255207165185539 0.018585792932950373 -0.08896102437988472 0.0923792903860674 nan nan 1626983383.7715485
208 active 0 nan nan nan 0.35164974656833803 -0.060345157528986046 0.018318908282680013 -0.09702746489119939 0.08479066711055128 nan nan 1626983389.8736937
209 active 0 nan nan nan 0.3477349987098349 -0.052122614388899396 0.009287147650191563 -0.07904072571992633 0.09146441197179389 nan nan 1626983396.1795719
210 active 0 nan nan nan 0.39206966735086085 -0.052628843533631474 0.01210298296739687 -0.08330040887899326 0.10413430168130694 nan nan 1626983402.2990344
211 active 0 nan nan nan 0.32402540064816476 -0.06029257447722018 0.013877932767340284 -0.09368987387428376 0.08518419661908594 nan nan 1626983408.4242797
212 active 0 nan nan nan 0.33796905545641326 -0.057623407057720545 0.018514483517456992 -0.07932251426164208 0.10008590055716132 nan nan 1626983414.670465
213 active 0 nan nan nan 0.3368339456084486 -0.053704334228126725 0.016356908925240887 -0.08327691942661716 0.09290270042098336 nan nan 1626983420.8814266
214 active 0 nan nan nan 0.3181231607248189 -0.049705626548586894 0.009378774328572703 -0.07444585290661133 0.08802600075064348 nan nan 1626983427.2090163
215 active 0 nan nan nan 0.38906460815043764 -0.0593204533453043 0.01946053168925954 -0.08084010681041867 0.09967241157414819 nan nan 1626983433.4278123
216 active 0 nan nan nan 0.32686233678934357 -0.05280852277124827 0.013491136752935229 -0.0724850207019095 0.08084063122319674 nan nan 1626983439.3549097
217 active 0 nan nan nan 0.34032356867588687 -0.06089819477720922 0.011797712963070417 -0.08573454332901909 0.09167933065647593 nan nan 1626983445.7787833
218 active 0 nan nan nan 0.2889735256030613 -0.06053100472315017 0.01847297723821195 -0.0893522892362401 0.08268381138433256 nan nan 1626983451.9394412
219 active 0 nan nan nan 0.3011460044707831 -0.044777827449206754 -0.00698573761097443 -0.08312835275711103 0.07877574268915588 nan nan 1626983458.303881
220 active 0 nan nan nan 0.3785029258289385 -0.053501161723065835 0.023150616085714226 -0.08424762786866859 0.10557709634275658 nan nan 1626983464.7829854
221 active 0 nan nan nan 0.3325735756549311 -0.056975601583871285 0.01549133048249507 -0.08172059126996586 0.08340097401109214 nan nan 1626983471.177348
222 active 0 nan nan nan 0.328735508212381 -0.05195225583723626 0.016635122318223616 -0.07528169662897069 0.09400936272748928 nan nan 1626983477.3308837
223 active 0 nan nan nan 0.3210744887074492 -0.05730956187638472 0.017069770122803196 -0.07741162246242707 0.09545635409820452 nan nan 1626983483.7242649
224 active 0 nan nan nan 0.37160590931258514 -0.05085239221162481 0.01990457103241905 -0.07907235561532037 0.09226633112134452 nan nan 1626983490.1517136
225 active 0 nan nan nan 0.31703154977099984 -0.05274400609207389 0.008209729887658446 -0.0808488409435711 0.08878112572866814 nan nan 1626983496.2826633
226 active 0 nan nan nan 0.2853084971946708 -0.06175205029273899 0.021436571348368516 -0.09382581859819462 0.08813853699655505 nan nan 1626983502.7665691
227 active 0 nan nan nan 0.33690951225203003 -0.05159842919911184 0.02409469753684723 -0.0722877229700408 0.10251905375061582 nan nan 1626983509.1941798
228 active 0 nan nan nan 0.32250482976514416 -0.05082127891012556 0.018621167013042617 -0.07206180049350841 0.09339584001077117 nan nan 1626983515.5230963
229 active 0 nan nan nan 0.313421279462396 -0.045976713177131825 0.020813118462162272 -0.06600883192502675 0.1007001988964753 nan nan 1626983521.7783215
230 active 0 nan nan nan 0.3093780554875055 -0.047544804864296755 0.012840225795406668 -0.06883514837057651 0.0879622744281211 nan nan 1626983528.0786517
231 active 0 nan nan nan 0.36355243635226747 -0.04636109693997351 0.006645080275068493 -0.07692266631009849 0.10581207278935195 nan nan 1626983534.4582884
232 active 0 nan nan nan 0.3571901178012892 -0.05432062237611644 0.023159499142822337 -0.0896109550341357 0.10365865277144604 nan nan 1626983540.824254
233 active 0 nan nan nan 0.33814003846826846 -0.056058609950406846 0.01910277838006036 -0.08339293293093596 0.10954450788987613 nan nan 1626983547.3466198
234 active 0 nan nan nan 0.3220155484332295 -0.051985580589484784 0.03024827515466233 -0.0769720903083629 0.1065157651696908 nan nan 1626983553.6233406
235 active 0 nan nan nan 0.32517455507906423 -0.058212001534011806 0.01820258694064747 -0.09052089898067228 0.09924899842549051 nan nan 1626983559.901004
236 active 0 nan nan nan 0.33516159943058993 -0.05518099286828784 0.024765981382337876 -0.08265493432045368 0.10142958470484714 nan nan 1626983566.1485515
237 active 0 nan nan nan 0.30237749447110346 -0.0551292934209563 0.015717150404009006 -0.07673456783799373 0.092596018848496 nan nan 1626983572.3871403
238 active 0 nan nan nan 0.34464518928350035 -0.05690272474011215 0.01982559348901658 -0.08046596327934322 0.11063655978959869 nan nan 1626983578.6127357
239 active 0 nan nan nan 0.2872893917627883 -0.05345075987139832 0.024467027239446826 -0.06382515175152245 0.10001620349327539 nan nan 1626983584.92706
240 active 0 nan nan nan 0.33720557730559153 -0.051759418743801563 0.01517409636540712 -0.0773922470228523 0.09781666481290952 nan nan 1626983591.2969594
241 active 0 nan nan nan 0.30002932579776764 -0.058096142504842234 0.022275031360362352 -0.08516760178276203 0.0980920242701584 nan nan 1626983597.4797997
242 active 0 nan nan nan 0.3092025851472264 -0.05056888618067811 0.027499051174320166 -0.08077673017838954 0.1121969368907541 nan nan 1626983603.803688
243 active 0 nan nan nan 0.35840184771332123 -0.055380864574676184 0.025395836067903743 -0.0806664996747344 0.12130679254276505 nan nan 1626983610.4747436
244 active 0 nan nan nan 0.32851287413571545 -0.05833879824276594 0.028102397135391533 -0.07943300341921222 0.11116667261180746 nan nan 1626983617.0374336
245 active 0 nan nan nan 0.3616421174581659 -0.054526597759886 0.024195087798406623 -0.0850618617827637 0.11647170636268 nan nan 1626983623.4269
246 active 0 nan nan nan 0.3259929354452984 -0.046954713546518645 0.013495561453346738 -0.07865265959579305 0.10187767925896768 nan nan 1626983629.7628303
247 active 0 nan nan nan 0.333593892556817 -0.05044547845445942 0.02616305661409979 -0.0824089398454905 0.11092319941316575 nan nan 1626983636.1246133
248 active 0 nan nan nan 0.3379779207080435 -0.04685129607385563 0.021997781047243814 -0.07650790087241023 0.10853352294677393 nan nan 1626983642.3927681
249 active 0 nan nan nan 0.35774763311720587 -0.060818577781390916 0.026047831510094044 -0.0860568194717677 0.11798042730103775 nan nan 1626983648.7121582
250 active 0 nan nan nan 0.33094371731961747 -0.061122737003974484 0.009750034850407596 -0.08738391366387332 0.09621330263523342 nan nan 1626983655.1295347
251 active 0 nan nan nan 0.2722938095774573 -0.05217074033550878 0.01954951509173186 -0.07833778046397175 0.10248552842544922 nan nan 1626983661.316626
252 active 0 nan nan nan 0.32959969169787734 -0.047155187353412925 0.015623483863481558 -0.0648356731291413 0.1098234562864453 nan nan 1626983667.7687306
253 active 0 nan nan nan 0.3151660995251178 -0.04821677706757685 0.014636656975551388 -0.08857259100427083 0.10504884583296248 nan nan 1626983674.0290458
254 active 0 nan nan nan 0.3078807529576785 -0.05645535325262337 0.018804179502954654 -0.08313442012651352 0.09186377926860789 nan nan 1626983680.453869
255 active 0 nan nan nan 0.3132654721560465 -0.05278609710581124 0.017046154239246936 -0.07843819911472638 0.09714194783275631 nan nan 1626983686.7951422
256 active 0 nan nan nan 0.33298752907925583 -0.05089538256605313 0.023591843692883363 -0.08200176763958114 0.11620198994851194 nan nan 1626983693.0919619
257 active 0 nan nan nan 0.37636606739866246 -0.049533180087730624 0.025879918759039944 -0.08273206605058107 0.11869399688089699 nan nan 1626983699.8669617
258 active 0 nan nan nan 0.33057383887134134 -0.050594852612138426 0.018938253010399086 -0.08266114466810583 0.12212968409215291 nan nan 1626983706.3790226
259 active 0 nan nan nan 0.30030448941699606 -0.05652082548120209 0.018877938246836257 -0.0852606565453672 0.09861831897085926 nan nan 1626983712.7277977
260 active 0 nan nan nan 0.3232007425645526 -0.05348123091909838 0.012414036743590318 -0.0859024591257582 0.10113789214586222 nan nan 1626983719.205818
261 active 0 nan nan nan 0.30869167990632856 -0.06121562767874973 0.02354543415452426 -0.09122428841080879 0.0947086593205182 nan nan 1626983725.4846268
262 active 0 nan nan nan 0.2941010481654448 -0.05033561902485361 0.008932289681201633 -0.0850741145457396 0.10406916818504369 nan nan 1626983731.7744343
263 active 0 nan nan nan 0.33171795216833094 -0.058548460549810534 0.017260182271282565 -0.09050520282825462 0.1070885222778798 nan nan 1626983738.400505
264 active 0 nan nan nan 0.3270722213678345 -0.057098605066396496 0.01849640164960531 -0.08751625101493012 0.10471429092647505 nan nan 1626983744.795794
265 active 0 nan nan nan 0.33436232877225974 -0.050613971568620936 -0.009400158860428776 -0.09371853234677549 0.08764821794018818 nan nan 1626983751.3606377
266 active 0 nan nan nan 0.3727318194996795 -0.0437679222160209 -0.0038833664307518223 -0.08603558100541789 0.09154886158495124 nan nan 1626983757.7130947
267 active 0 nan nan nan 0.27176761492477886 -0.051941962828069455 0.006044350477999005 -0.07253737231766642 0.09017084134436126 nan nan 1626983763.793157
268 active 0 nan nan nan 0.29448414478339424 -0.05498138736308203 0.007814195431677051 -0.08485658532230675 0.08520429175097755 nan nan 1626983770.5570676
269 active 0 nan nan nan 0.2793466056613522 -0.050202412500499595 0.016918810122210748 -0.08770432745986341 0.09255996182496506 nan nan 1626983776.9283402
270 active 0 nan nan nan 0.32779124750129696 -0.052890447879625276 0.016081042088430197 -0.07910660184094101 0.09357699874769898 nan nan 1626983783.366198
271 active 0 nan nan nan 0.3038548051243399 -0.04257577428306124 -0.00691541566731424 -0.07993907657616406 0.09378031633081685 nan nan 1626983789.5925674
272 active 0 nan nan nan 0.27929742302466154 -0.05365034507034105 0.019718126736320674 -0.07035772876419012 0.08755632968580518 nan nan 1626983795.9066005
273 active 0 nan nan nan 0.34602090013208203 -0.05188890757034339 0.011068164303169925 -0.08380941715721175 0.08922195502759134 nan nan 1626983802.2271664
274 active 0 nan nan nan 0.37259222559487803 -0.055763198244048684 0.029923345795958234 -0.08783597357345534 0.11349235394722856 nan nan 1626983808.5643804
275 active 0 nan nan nan 0.3472349910547102 -0.055878159348051265 0.026021119667330894 -0.08409001328686556 0.10353522495340672 nan nan 1626983814.805953
276 active 0 nan nan nan 0.30686956385251685 -0.05972517415362743 0.02240733084249802 -0.08360568009048652 0.10440543832915422 nan nan 1626983821.0595345
277 active 0 nan nan nan 0.38375302536994743 -0.04901619253890722 0.023429002209699124 -0.0856036458349725 0.11479287321608472 nan nan 1626983827.510589
278 active 0 nan nan nan 0.3530526154881098 -0.05863410966451259 0.016092053019573727 -0.09374892192325283 0.10105081149695055 nan nan 1626983833.950057
279 active 0 nan nan nan 0.3235206981123629 -0.05501529525931729 0.01035016341784556 -0.09592966530509364 0.08990664548833838 nan nan 1626983840.1848564
280 active 0 nan nan nan 0.29498567482315274 -0.05160916010842956 0.0123469791744657 -0.0800618362717323 0.09061025981642201 nan nan 1626983846.6980214
281 active 0 nan nan nan 0.3363971686458329 -0.055048691001717755 0.024041429405086245 -0.08385506891939272 0.11315918965916433 nan nan 1626983852.9707828
282 active 0 nan nan nan 0.3010430584171719 -0.05564662571615229 0.009508656612469468 -0.08690723624838051 0.08558259534990209 nan nan 1626983859.3527017
283 active 0 nan nan nan 0.35181457513853337 -0.05861352904666382 0.015149710032131836 -0.08378995190985329 0.100961364403927 nan nan 1626983865.5664306
284 active 0 nan nan nan 0.3222027137104098 -0.04766073644667136 0.0193302866507713 -0.07492242092782261 0.09886132468477948 nan nan 1626983871.8164523
285 active 0 nan nan nan 0.3008071203495491 -0.05663305352707199 0.014250290598356252 -0.07090627094955777 0.08518296658798175 nan nan 1626983878.2783833
286 active 0 nan nan nan 0.2979262360148849 -0.05330899014527619 0.015179080281266466 -0.07627864948570758 0.09212882193812699 nan nan 1626983884.9980643
287 active 0 nan nan nan 0.2912484642709332 -0.05179890698687932 0.004538970946323162 -0.08969839469654241 0.09505414524903832 nan nan 1626983891.474335
288 active 0 nan nan nan 0.3264759089254186 -0.049833602635858204 0.01470502040239352 -0.0806749033448121 0.09942695180568883 nan nan 1626983897.7779303
289 active 0 nan nan nan 0.3348767505888914 -0.052098695839918906 0.02488546905985678 -0.07688893021060621 0.0989042972291615 nan nan 1626983904.1792188
290 active 0 nan nan nan 0.3416927240989638 -0.053078339488027364 0.014185579981678464 -0.08034280265595316 0.10185520598243647 nan nan 1626983910.4319026
291 active 0 nan nan nan 0.29540132317186435 -0.05132491667768262 0.015773471541951523 -0.08446658529865043 0.08272688755869129 nan nan 1626983916.744828
292 active 0 nan nan nan 0.3148190690075902 -0.045511198807523856 0.009540565934514689 -0.07737119202708007 0.09320018681991282 nan nan 1626983922.9111462
293 active 0 nan nan nan 0.33638299915594155 -0.05437866192582731 0.024486153923415466 -0.07965076690765735 0.11806353550916793 nan nan 1626983929.4813528
294 active 0 nan nan nan 0.30723465284881474 -0.05623470107343666 0.02452891150278269 -0.08508359325522256 0.11988258791956208 nan nan 1626983935.775872
295 active 0 nan nan nan 0.3174993076672977 -0.05725827047390897 0.020400524574351042 -0.08828244234746667 0.11073260428226805 nan nan 1626983942.2118945
296 active 0 nan nan nan 0.3017935183007759 -0.051472609448210964 0.02019540825984678 -0.08559025192549084 0.09969622213341711 nan nan 1626983948.4938548
297 active 0 nan nan nan 0.2781669847884093 -0.0457347948681058 0.014705663715465667 -0.07134363989065942 0.09608645904585211 nan nan 1626983954.8914938
298 active 0 nan nan nan 0.32007571589275147 -0.05441864495296755 0.023270301875754518 -0.08285226070194569 0.10307104304339043 nan nan 1626983961.2977834
299 active 0 nan nan nan 0.30261110004223385 -0.048359351677148034 0.011302082573906413 -0.06768196420755185 0.08979233015881272 nan nan 1626983967.929245
300 active 0 nan nan nan 0.29123737477752076 -0.054591169882427806 0.013922413503151043 -0.07877218435101804 0.07878008398624359 nan nan 1626983974.4804332
